"procedure_description"
"EYELIDS, EXPOSURE, TARSORRHAPHY (PERMANENT) (SL827E)"
"THORAX, THORACOSCOPIC DECORTICATION"
"LUNG, BRONCHOSCOPY, INSERTION OF PROSTHESIS"
"SKULL, INTRACRANIAL HEMORRHAGE, BURR-HOLE CRANIOTOMY, BILATERAL (SK808S)"
"Ankle, Comminuted Plafond Fracture ORIF (SB701A)"
"BILE DUCTS, VARIOUS LESIONS, PERCUTANEOUS TRANSHEPATIC CHOLANGIOGRAPHY AND DRAINAGE CATHETER INSERTI"
"EAR, FOREIGN BODY, COMPLEX REMOVAL/EXCISION (EMBEDDED/LARGE)"
"TENDON-ACHILLES (LOWER LIMB), DISRUPTION, REPAIR (SB809T)"
"ANKLE, VARIOUS LESIONS, SYNOVECTOMIES"
"JOINTS (LOWER LIMB), SEPTIC ARTHRITIS, SIMPLE DRAINAGE"
"FOOT, ONE BONE OSTEOTOMY WITH SOFT TISSUE RELEASE, DWYER'S (CALCANEAL)"
"Unknown"
"SKIN, BURNS (MORE THAN 10%), EXCISION (SA861S)"
"SINUSES - NASAL, VARIOUS LESIONS, INTRANASAL OPERATION"
"PANCREAS, VARIOUS LESIONS, SEGMENTAL PANCREATECTOMY WITH PANCREATICO-ENTERIC ANASTOMOSIS (SF711P)"
"FALLOPIAN TUBE, STERILIZATION, MIS (SI704F)"
"HEART, PERICARDIAL EFFUSION, PARACENTESIS (SD819H)"
"ANUS, STRICTURE, REPAIR (SF843A)"
"UTERUS, DISPLACED INTRAUTERINE CONTRACEPTIVE DEVICE, REMOVAL UNDER GENERAL ANESTHESIA (SI809U)"
"HEART, PROXIMAL AORTIC ANEURYSM, AORTIC ROOT REPLACEMENT WITH CORONARY ARTERY REIMPLANTATION"
"Foot, Hallux Valgus Reconstruction/Hammer Toes, Reconstruction (SB832F)"
"MAXILLA, FRACTURE  - LEFORT I, OPEN REDUCTION AND FIXATION"
"LYMPH NODE (AXILLARY), VARIOUS LESIONS, RADICAL EXCISION /CLEARANCE WITH OR WITHOUT SENTINEL LN BIOP"
"TENDON-FLEXOR (LOWER LIMB), DISRUPTION, REPAIR (SINGLE)"
"ABD CAV, ADHESIONS (EXT), LYSIS AS PRIMARY PROC, EXT WITH OR W/O BOWEL RESECTION (MIS/OPEN) WHERE TI"
"ABDOMEN/PELVIS, VARIOUS LESIONS, REMOVAL OF PERITONEAL DIALYSIS CATHETER (SF853A)"
"ESOPHAGUS, TUMOR, ALLISON/IVOR-LEWIS OPERATION (SF804E)"
"URETHRA, STRICTURE, DILATATION"
"BONE (LOWER LIMB), TUMOR (MALIGNANT), RADICAL EXCISION (<6CM) WITH RECONSTRUCTION AND BONE GRAFTING"
"MUSCLE (UPPER LIMB), DEEP ABSCESS,INCISION AND DRAINAGE (SB848M)"
"UTERUS/CERVIX, HYSTEROSCOPIC CANNULATION"
"HEART, IMPLANTATION OF MECHANICAL HEART DEVICE (LEFT VENTRICULAR ASSIST DEVICE IMPLANT) (SD719H)"
"GENITAL TRACT, CANCER, STAGING UNDER GENERAL ANESTHESIA (INCLUDES CYSTOSCOPY/DILATATION & CURETTAGE/"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT MORE THAN 10%) (SA826S)"
"JOINTS (TEMPORO-MANDIBULAR), VARIOUS LESIONS, CONDYLECTOMY WITH RECONSTRUCTION (UNILATERAL)"
"MOUTH, SUBLINGUAL GLAND, TUMOR, EXCISION BIOPSY"
"Wrist, Therapeutic Arthroscopy (SB700W)"
"HAND AND WRIST - RHEUMATOID HAND RECONSTRUCTION INCLUDING MULTIPLE JOINT SYNOVECTOMY, BONE/JOINT PRO"
"BONE (LOWER LIMB),  OSTEOMYELITIS, DRAINAGE WITH CURETTAGE AND IRRIGATION"
"VITREOUS, VARIOUS LESIONS, POSTERIOR VITRECTOMY (PARS PLANA/ SCLEROTOMY/LENSECTOMY/ENDOLASER)"
"Joints (Upper Limb), Contracture, Capsulectomy/Capsulotomy (Multiple) (SB825J)"
"NOSE, CHOANAL ATRESIA, REPAIR BY PUNCTURE AND DILATATION (SM702N)"
"Heart, Implantation of Mechanical Heart Device (Left Ventricular Assist Device Implant) (SD719H)"
"LOWER LIMB, VARIOUS LESIONS, AMPUTATION (SB809L)"
"TENDON-FLEXOR (UPPER LIMB), INJURY, REPAIR (MULTIPLE)"
"JOINTS (UPPER LIMB, EXCEPT SHOULDER), SEPTIC ARTHRITIS, SIMPLE DRAINAGE"
"RECTUM, VARIOUS LESIONS, HARTMANN'S PROCEDURE"
"TESTIS, VARIOUS LESIONS, EXPLORATION/REPAIR (SH806T)"
"SHOULDER FRACTURE/DISLOCATION, OPEN REDUCTION AND INTERNAL FIXATION (2 PART FRACTURE)"
"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, ARTHROSCOPIC LIGAMENT RECONSTRUCTION WITH MICROFRA"
"EAR, VARIOUS LESIONS, MEATOPLASTY WITH SPLIT SKIN GRAFT"
"Heart, Coronary Artery Bypass Graft and Valve Surgery  (SD813H)"
"Face, Fractures (more than 2), Open Reduction and Internal Fixation (SB802F)"
"HIP, AVASCULAR NECROSIS, CORE DECOMPRESSION"
"BONE (LOWER LIMB),  OSTEOMYELITIS, DRAINAGE WITH CURETTAGE AND IRRIGATION (SB806B)"
"THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (>3 RIBS) (SC706T)"
"Ankle, Various Lesions, Open Excision/Interposition Arthroplasty, with or without resurfacing (SB803"
"ABDOMINAL CAVITY, VARIOUS LESIONS, LAPAROTOMY (EXPLORATORY), OPEN OR LAPAROSCOPIC"
"LIP, VARIOUS LESIONS, FULL THICKNESS WEDGE EXCISION WITH REPAIR"
"VAS DEFERENS, VARIOUS LESIONS, VASECTOMY (SH803V)"
"EAR, MICROTIA, CREATION OF POST-AURICULAR SULCUS WITH SKIN GRAFT (SM818E)"
"KIDNEY, VARIOUS LESIONS, PARTIAL NEPHRECTOMY, OPEN"
"ARTERIOVENOUS FISTULA GRAFT, THROMBECTOMY (SD705A)"
"THORAX, VARIOUS LESIONS, CHEST WALL RESECTION AND MINOR RECONSTRUCTION"
"BRAIN, ACOUSTIC TUMOR/CEREBELLO-PONTINE ANGLE TUMOR, EXCISION, SIMPLE (SK801B)"
"EAR, SEBACEOUS CYST, EXCISION"
"ARTERY, VARIOUS LESIONS, ARTERIO-VENUOUS FISTULA CREATION"
"JOINTS (UPPER LIMB, EXCEPT SHOULDER), SEPTIC ARTHRITIS, DRAINAGE WITH CURRETAGE AND DEBRIDEMENT (SB8"
"BRAIN, INTRACRANIAL TUMOR/INTRACRANIAL CYST, BIOPSY/DRAINAGE VIA BURR-HOLE (SK815B)"
"THORAX, THORACOSCOPY FOR PLEURODESIS (SC712T)"
"MOUTH, VARIOUS/PATHOLOGIC LESIONS OF ORAL MUCOSA, LASER APPLICATION"
"WRIST, DISTAL OR RADIAL ULNAR JOINT (DRUJ) INSTABILITY, DARRACH OR SIMILAR PROCEDURE"
"TIBIA, TIBIAL PLATEAU, UNICONDYLAR, ORIF (SB704T)"
"TENDON-ACHILLES (LOWER LIMB), DISRUPTION, REPAIR"
"SHOULDER, VARIOUS LESIONS, HEMIARTHROPLASTY"
"NERVE (UPPER LIMB), ENTRAPMENT SYNDROME (OTHERS), DECOMPRESSION (UNILATERAL) (SK722N)"
"Shoulder, Various Lesions, Primary Total Joint Replacement, Open/MIS/Navigated (SB715S)"
"RETINA, DETACHMENT (COMPLEX), OPERATION (MORE THAN ONE PLOMB/ENCIRCLAGE)"
"TRACHEA, FOREIGN BODY, REMOVAL"
"NERVE-DIGITAL, INJURY, MICROSURGICAL REPAIR (SINGLE) (SK745N)"
"Thorax, Evacuation of Retained Haemothorax (Open and Thorascopic) (SC702T)"
"Bladder/Urethra, Transurethral Resection of Bladder Tumour (>3cm) (SG715B)"
"ANKLE, VARIOUS LESIONS, REPAIR OF LIGAMENTS"
"THORAX, VARIOUS LESIONS, INTRATHORACIC OPERATION ON LUNGS/BRONCHIAL TREE/MEDIASTINUM"
"STOMACH, OBESITY, SLEEVE GASTRECTOMY (OPEN/LAPAROSCOPIC)"
"UTERUS, GRAVID, HYSTEROTOMY (SI822U)"
"Tooth, Simple Unerupted/Partially Erupted/Impacted/Fractured, Removal of Multiple Roots (SF816T)"
"Thyroid, Various Lesions, Total Thyroidectomy Complex (Recurrence) / with/without Sternal Split (SJ7"
"ANKLE, VARIOUS LESIONS, REVISION TOTAL JOINT REPLACEMENT,OPEN/MIS/NAVIGATED (SB704A)"
"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (MIS/open) (SF819A)"
"MAXILLA, DEFORMITY - LE FORT I, OSTEOTOMY (SB827M)"
"BRONCHOSCOPY, WITH DILATATION OF TRACHEAL AND BRONCHIAL STRICTURE (SC707B)"
"SINUSES - NASAL, VARIOUS LESIONS, ANTROSTOMY (RADICAL) (SM712S)"
"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS LIGAMENT RECONSTRUCTION WITH MENISCECTOMY (SB7"
"ARTERY, TRAUMA/RESECTION, MICRO-VASCULAR GRAFT"
"BREAST, TUMOR (MALIGNANT), RADICAL MASTECTOMY WITH/WITHOUT AXILIARY CLEARANCE"
"Artery (Large), Various Lesions, Ligation (SD808A)"
"SKIN & SUBCUTANEOUS, PRE-SEPTAL/PERIORBITAL DERMOID/LESION, EXCISION (SA849S)"
"Hip/Knee, Removal of Prostheses with or without Spacer (SB725H)"
"CLAVICLE, CLAVICLE FRACTURE,  SIMPLE (SB805C)"
"KNEE, VARIOUS LESIONS, ARTHROTOMY AND SYNOVECTOMY"
"TAVI IMPLANTATION (HD801HTAV)"
"Knee, Various Lesions, Meniscectomy with/without Arthroscopy (SB808K)"
"HAND, OPEN FRACTURE, DEBRIDEMENT AND ORIF (SINGLE), NON-JOINT (SB717H)"
"THORAX, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE / CATHETER ADJUSTMENT / CHECK TUBE"
"SPINE, FACET JOINT BLOCK (INJECTION OF ANAESTHETIC OR THERAPEUTIC (SK703S)"
"CORNEA, VARIOUS LESIONS, TRANSPLANTATION (SUPERFICIAL/LAMELLAR/FULL THICKNESS)"
"TRACHEA/BRONCHUS, STRICTURE, IMAGING GUIDED STENT PLACEMENT (SC724T)"
"ABDOMEN, VARIOUS LESIONS, EXPLORATORY LAPAROTOMY"
"INTESTINE, SMALL BOWEL, VARIOUS LESIONS, ENTEROSTOMY"
"VEIN-PORTAL, PORTAL HYPERTENSION, BYPASS"
"BRAIN, INTRACRANIAL TUMOR/INTRACRANIAL CYST, BIOPSY/DRAINAGE VIA BURR-HOLE"
"VULVA, MALIGNANT CONDITION, SIMPLE VULVECTOMY + GROIN DISSECTION"
"SKIN, VARIOUS LESIONS, TRIAL DERMABRASION"
"Vena Cava Inferior, Various Lesions, Plication/Ligation (SD817V)"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, LOCAL FLAP TO MULTIPLE DIGITS (CR"
"Vagina, Cystocoele, Anterior Repair / Kelly'S Operation (SI802V)"
"Femur, Femur Shaft Fracture, Intramedullary Nailing/Rod (with or without Locking) (SB810F)"
"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLIZATION (SK704A)"
"FINGER, VARIOUS LESIONS, RAY AMPUTATION (SINGLE) (SB828F)"
"BONE (LOWER LIMB), DEFORMITIES, CORRECTIVE SURGERY WITH OSTEOTOMY ALONE"
"FALLOPIAN TUBE, TUBAL PATHOLOGY OTHER THAN ECTOPIC, SALPINGECTOMY/ SALPINGOSTOMY (SI808F)"
"COCCYX, VARIOUS LESIONS, EXCISION"
"FALLOPIAN TUBE, BLOCKED TUBES, PLASTIC REPAIR (MICROSURGERY/MIS) (SI802F)"
"PERIPHERAL NERVE, BLOCK, ANAESTHETIC (MORE THAN 2 NERVES) (SK735N)"
"BOWELS, ENDOSCOPIC ULTRASOUND WITH FINE NEEDLE ASPIRATION"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), DIRECT FLAP (CROSS ARM/RADIAL FORE ARM/ABDOMINAL/SIMILA"
"VEIN, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLIZATION OF 1 TO 2 VESSELS"
"ABDOMINAL CAVITY, VARIOUS LESIONS, LAPAROTOMY INCLUDING COLOSTOMY/ENTER"
"MASTOID, VARIOUS LESIONS, MASTOIDECTOMY (RADICAL/MODIFIED) WITH MYRINGOPLASTY (SM803M)"
"UTERUS/CERVIX, HYSTEROSCOPY, DIAGNOSTIC   (WITHOUT ANAESTHESIA)"
"RADIOTHERAPY, INTRA-OPERATIVE RADIOTHERAPY (ELECTRONS OR KILOVOLTAGE): BREAST, SARCOMA, UPPER GI, LO"
"Prostate Gland, Various Lesions, Saturation Prostate Biopsy (SH835P)"
"APPENDIX, VARIOUS LESIONS, APPENDICECTOMY WITHOUT DRAINAGE, OPEN/LAPAROSCOPIC"
"BREAST, VARIOUS LESIONS, PERCUTANEOUS ASPIRATION UNDER ULTRASOUND"
"OVARY, TUMOR/CYST, OOPHORECTOMY/SALPINGO-OOPHORECTOMY (COMPLICATED)"
"LUNG, VARIOUS LESIONS, REPEAT/MULTIPLE/COMPLEX RESECTIONS"
"BRAIN, INTRACEREBRAL TUMOR, BIOPSY AND/OR DECOMPRESSION/REMOVAL VIA CRANIOTOMY, SIMPLE (SK810B)"
"MASTOID, VARIOUS LESIONS, REVISION MASTOIDECTOMY (SM804M)"
"RECTUM, RESECTION - RECTOPEXY FOR RECTAL PROLAPSE (OPEN OR LAPARASCOPIC)"
"BONE, TUMOR (MALIGNANT), AROUND JOINTS WITH LIMB RECONSTRUCTION AND JOINT REPLACEMENT (SB707B)"
"Skin and Subcutaneous Tissue, Defect, Single Stage Local Flap (Complicated/Large) (SA828S)"
"ABDOMEN/PELVIS, VARIOUS LESIONS, INSERTION OF PERITONEAL DIALYSIS CATHETER (SF852A)"
"SPLEEN, HYPERSPLENISM/MASSIVE ENLARGEMENT, SPLENECTOMY (MIS/OPEN) (SE800S)"
"WRIST, DISTAL OR RADIAL ULNAR JOINT (DRUJ) INSTABILITY, COMPLEX LIGAMENT RECONSTRUCTION (SB702W)"
"PHARYNX, TONGUE BASE, FOR OSA, EXCISION OF LINGUAL TONSILS  (SM707P)"
"BREAST, TUMOR (MALIGNANT), WIDE EXCISION/ LUMPECTOMY/SEGMENTAL MASTECTOMY/ PARTIAL MASTECTOMY, WITH "
"MANDIBLE OR MAXILLA, VARIOUS LESIONS,DENTOALVEOLAR OSTEOTOMY AND INSERTION OF DEVICE FOR DISTRACTION"
"THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (1 - 3 RIBS) (SC707T)"
"NERVE-SYMPATHETIC, VARIOUS LESIONS, SYMPATHECTOMY, WITH/WITHOUT VIDEO-ASSISTANCE, BILATERAL (SK809N)"
"Mucous Membrane, Tumor/Cyst/Ulcer/Scar, Excision (SA804M)"
"SACRAL NERVE STIMULATION"
"ANKLE, THERAPEUTIC ARTHROSCOPY"
"Breast, post mastectomy, reconstruction using free flap (unilateral) (SA819B)"
"MAXILLA, VARIOUS LESIONS, RESECTION/HEMIMAXILLECTOMY (OPEN OR ENDOSCOPIC METHOD) (SB841M)"
"NERVE-FACIAL PARALYSIS, FREE FASCIA SLING/GRAFT (SINGLE/UNILATERAL)"
"CALCANEUM FRACTURE EXTRA-ARTICULAR OPEN REDUCTION INTERNAL FIXATION"
"FEMUR, FEMUR SHAFT FRACTURE, INTRAMEDULLARY NAILING/ROD (WITH OR WITHOUT LOCKING) (SB810F)"
"LYMPH NODE (CERVICAL), VARIOUS LESIONS, NECK DISSECTION BILATERAL AT LEAST WITH ONE SIDE 4 TO 5 LEVE"
"BRACHIAL PLEXUS, EXPLORATION AND/OR NEUROTISATION AND/OR MULTIPLE NERVE GRAFTING/CROSSED NERVE TRANS"
"CLAVICLE, CLAVICLE FRACTURE,  SIMPLE"
"TIBIA, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION WITH PLATES AND SCREWS, COMMINUTED"
"TIBIA, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION WITH PLATES AND SCREWS, SIMPLE"
"URETHRA, MEATAL STENOSIS, MEATOTOMY"
"SPLEEN, HYPERSPLENISM/MASSIVE ENLARGEMENT, SPLENECTOMY (LAPAROSCOPIC OR OPEN)"
"PROSTATE GLAND, VARIOUS LESIONS, RADICAL PROSTATECTOMY (MIS/OPEN) (SH830P)"
"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (MIS/open) (SF723A)"
"Kidney transplant, donation (Live donor), Open/MIS (SG706K)"
"LYMPH NODE (INGUINAL), VARIOUS LESIONS, LIMITED EXCISION"
"AORTIC DISSECTION, ENDOVASCULAR STENT GRAFT REPAIR (SD703A)"
"MUCOUS MEMBRANE, TUMOR/CYST/ULCER/SCAR, EXCISION (SA804M)"
"SPINAL/EPIDURAL, EPIDUROSCOPY (SK734S)"
"SKULL, DEFECT, CRANIOPLASTY (LARGE)"
"HIP, CONGENITAL DISLOCATION, OPEN REDUCTION (SB828H)"
"Toes, Various Lesions, Ray Amputation (Single) (SB708T)"
"MAXILLA, ALVEOLAR CLEFT (UNILATERAL COMPLETE), BONE GRAFT AND CLOSURE OF NASO BUCCAL FISTULA"
"MOUTH, FRENAL ATTACHMENT, RELEASE"
"THORAX, EFFUSION / FLUID / ABSCESS COLLECTION, IMAGING GUIDED PERCUTANEOUS DRAINAGE CATHETER INSERTI"
"URETHRA, STRICTURE, URETHROTOMY (SG821U)"
"UPPER LIMB/LOWER LIMB, MAJOR SOFT TISSUE DEFECTS, PEDICLED FLAP (SB702U)"
"LIVER, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, L"
"FALLOPIAN TUBE/UTERUS/OVARY, LAPAROSCOPY, DIAGNOSTIC, WITH HYDROTUBATION"
"BLADDER, VARIOUS LESIONS, TOTAL RADICAL CYSTECTOMY, FOR MALIGNANCY + CREATION OF ILEAL NEOBLADDER (S"
"EYELIDS, TUMOR, EXCISION AND REPAIR WITH LOCAL FLAP"
"SPINE, SINGLE INJECTION, ANAESTHETIC, BLOOD, THERAPEUTIC SUBSTANCE, LUMBAR, CAUDAL, SIMPLE (SK742S)"
"VULVA/VAGINA, VARIOUS LESIONS, COLPOSCOPY AND LASER VAPORISATION (SI720V)"
"SPINE, VARIOUS LESIONS, REVISION SPINAL INSTRUMENTATION, MULTIPLE LEVELS"
"ARTERY, BYPASS, ABOVE/BELOW-KNEE WITH VEIN"
"SINUSES - NASAL, INFECTION, FUNCTIONAL SINUSCOPIC DRAINAGE OF ETHMOIDAL/ MAXILLARY SINUSES"
"TENDON (UPPER LIMB), VARIOUS LESIONS, TENDON TRANSFER (MULTIPLE)"
"JOINTS (FINGER), VARIOUS LESIONS, REPLACEMENT ARTHROPLASTY (SB803J)"
"RECTUM, TUMOR, ANTERIOR RESECTION/ABDOMINO-PERINEAL RESECTION WITH/WITH"
"SPINE, VARIOUS LESIONS, VERTEBROPLASTY OR KYPHOPLASTY, SINGLE LEVEL"
"Colon, Various Lesions, Colostomy (SF802C)"
"DUODENUM, TUMOUR, PANCREAS PRESERVING DUODENECTOMY WITH RECONSTRUCTION OF AMPULLA"
"MOUTH, MUCOUS CYST/RANULA OF FLOOR OF MOUTH, EXCISION WITH/WITHOUT BIOPSY"
"SINUSES - NASAL, VARIOUS LESIONS, FRONTO-NASAL ETHMOIDECTOMY WITH/WITHOUT SPHENOIDOTOMY"
"HAND, CLOSED FRACTURE/DISLOCATION, OPEN REDUCTION AND FIXATION (SINGLE) (SB801H)"
"BLADDER/URETER, CYSTOSCOPY, WITH URETERIC CATHETERISATION (SG716B)"
"HEART, VALVE (REPAIR / REPLACEMENT) - MORE THAN 1 VALVE"
"CORNEA, VARIOUS LESIONS, KERATOPLASTY, COMPLEX (TECTONIC, THERAPEUTIC, LAMELLAR, DESCEMET STRIPPING "
"LIVER, VARIOUS LESIONS, PARTIAL LOBECTOMY/SEGMENTAL RESECTION (OPEN OR LAP)"
"PROSTATE GLAND, VARIOUS LESIONS, SATURATION PROSTATE BIOPSY (SH835P)"
"COLON, COLONOSCOPY (DIAGNOSTIC), FIBREOPTIC WITH REMOVAL OF POLYP (SINGLE OR MULTIPLE LESS THAN 1CM)"
"SINUSES - NASAL, FOREIGN BODY/OTHER LESIONS, INTRANASAL OPERATION/REMOVAL OF FOREIGN BODY"
"LOWER LIMB, PERCUTANEOUS TENOTOMY AND CAST APPLICATION, TA TENOTOMY"
"EAR (MIDDLE), VARIOUS LESIONS, EXPLORATION AND TYMPANOTOMY"
"PANCREAS, VARIOUS LESIONS, WHIPPLE OPERATION/TOTAL PANCREATECTOMY (ROBOTIC) (FOR CGH USE ONLY)(SF809"
"MOUTH, SUBMUCOSAL RESECTION, ENDOSCOPIC EXCISION WITH BIOPSY (SF712M)"
"UTERUS, BROAD LIGAMENT TUMOR, HYSTERECTOMY (SI804U)"
"Bone, Cyst/Tumour Benign/Benign Aggressive, Currettage/Burring/Bone Grafting/Cementing (SB800B)"
"SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA (SMALL)/FURUNCLE/ABSCESS/SIMILAR LESION, INCISION WITH DRAINA"
"Vulva, Bartholin Cyst, Incision/Marsupialization with or without Use of Laser (SI823V)"
"MOUTH, SUBLINGUAL GLAND, TUMOR, EXCISION BIOPSY (SF713M)"
"PENIS, TRAUMA, REPAIR OF LACERATION/FRACTURE INVOLVING CAVERNOUS TISSUE"
"Radiotherapy, Interstitial Brachytherapy (without Open Surgery): Prostate (SA702R)"
"TENDON SHEATH AND SUBCUTANEOUS TISSUE, GANGLION/LARGE BURSA, (>3CM) EXCISION BIOPSY"
"KIDNEY, VARIOUS LESIONS, CHECK NEPHROSTOGRAM"
"BONE (LOWER LIMB), DEFORMITIES, CORRECTIVE SURGERY WITH INTERNAL FIXATION WITH OR W/O FLUOROSCOPY  ("
"FINGER, DEFECT/CONTRACTURE (MULTIPLE), RECONSTRUCTION"
"EYE, SQUINT, OPERATION (ONE/BOTH EYES - TRANSPOSITION)"
"JOINTS (LOWER LIMB, EXCEPT HIP), SEPTIC ARTHRITIS, DRAINAGE WITH CURETTAGE AND DEBRIDEMENT"
"MANDIBLE OR MAXILLA, TUMOR, MARGINAL RESECTION (SB812M)"
"SKIN, BURNS (LESS THAN 2%), EXCISION"
"SPINE, VARIOUS LESIONS-- ANTERIOR LUMBAR INTERBODY FUSION, MULTIPLE LEVELS"
"ARRHYTHMIA SURGERY MAZE (INCLUDES THE MINI-MAZE PROCEDURE WITH RADIOFREQUENCY CLAM) (SD704A)"
"Vein, Varicosities, Endovascular Laser Treatment (1 Leg) (SD716V)"
"SHOULDER, ACROMIOCLAVICULAR JOINT STABILISATION/RECONSTRUCTION (SB801S)"
"Nose, Various Lesions, Rhinoplasty (Total) Including Correction of All Bony and Cartilaginous Elemen"
"BILE DUCTS, STONES, PERCUTANEOUS TRANSHEPATIC BILIARY STONES REMOVAL  (SF713B)"
"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS LIGAMENT RECONSTRUCTION WITH MENISCAL REPAIR ("
"Knee, Meniscus/Cartilage, MIS meniscal repair (SB715K)"
"JOINTS (WRIST, DISTAL RADIOULNAR JOINT), SYNOVITIS, SYNOVECTOMY (SB819J)"
"BONE (UPPER LIMB), TUMOR (MALIGNANT), RADICAL EXCISION WITH RECONSTRUCTION/INTERNAL FIXATION"
"HEART-ATRIUM, ARRHYTHMIA, ARRHYTHMIA SURGERY"
"SOFT TISSUE (UPPER LIMB), TUMORS (MALIGNANT), WIDE EXCISION BIOPSY"
"Tibia, Fracture, Open Reduction and Internal Fixation with Plates and Screws, Simple (SB828T)"
"PARATHYROID, VARIOUS LESIONS, RE EXPLORATION"
"MUSCLE (UPPER LIMB), RUPTURE, REPAIR"
"TOES, VARIOUS LESIONS, TOE AMPUTATION (SINGLE) (SB830T)"
"BILE DUCT, CHOLEDOCHAL CYST, EXCISION"
"MOUTH, TUMOR, RADICAL EXCISION BIOPSY WITH RESECTION OF MANDIBLE AND LYMPH NODES AND RECONSTRUCTION"
"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS REVISION ACL RECONSTRUCTION (SB707K)"
"BREAST, POST PROSTHETIC CONTRACTION, CAPSULOTOMY (UNILATERAL) (SA821B)"
"COLON, VARIOUS LESIONS, TRANVERSE/SIGMOID COLECTOMY (LAPAROSCOPIC OR OPEN) (FOR CGH USE ONLY)(SF806C"
"NERVE-DIGITAL, INJURY, MICROSURGICAL REPAIR (MULTIPLE)"
"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/Scar, Excision Biopsy,  Removal of 2 or more or Recur"
"Foot, Crush Injuries (Complex), Wound Debridement (SB830F)"
"Nose, Various Lesions, Correction of lateral and alar cartilage and/or dorsal or caudal septal strut"
"PHARYNX, ADHESIONS, DIVISION"
"URETHRA, VARIOUS LESIONS, TRANSPUBIC URETHROPLASTY (SG829U)"
"TIBIA, TIBIAL SHAFT FRACTURE, INTRAMEDULLARY NAILING (LOCKED/UNLOCKED)"
"Hip, Various Lesions, Revision Total Joint Replacement,Open/MIS/Navigated (SB724H)"
"URETER, VARIOUS LESIONS,  REIMPLANTATION, BILATERAL (SG706U)"
"HEART, AORTIC/MITRAL VALVE LESIONS, BALLOON VALVULOPLASTY"
"VASCULAR SYSTEM, VARIOUS LESIONS, INSERTION OF TENCKHOFF CATHETER"
"ESOPHAGOSCOPY, GASTROSCOPY, DUODENOSCOPY WITH/WITHOUT BIOPSY"
"NERVE (OROFACIAL), DEFECT, GRAFT (MULTIPLE) USING MICROSURGICAL TECHNIQUES (INCLUDE HARVESTING)"
"Skin and Subcutaneous Tissue, Defect, Free Graft (Split Skin Graft/Pinch Grafts Under 1/2%) (SA822S)"
"SKIN, BURNS (MORE THAN 5% TO 10%), EXCISION"
"URETER, VARIOUS LESIONS, BOARI FLAP REIMPLANTATION (SG804U)"
"SCROTUM, EXPLORATION, DETORSION OF TESTIS AND BILATERAL TESTES FIXATION (SH804T)"
"ARTERY-PSEUDOANEURYSM, THROMBIN INJECTION"
"PENIS, PEYRONIE'S DISEASE, OPERATION"
"UTERUS, PREGNANCY, VAGINAL DELIVERY (WITH OR WITHOUT EPISIOTOMY REPAIR) (SI836U)"
"ABDOMEN, RETROPERITONEUM, TUMOR, REMOVAL (SF708A)"
"Intestine, Small Bowel, Various Lesions, Simple Resection with Anastomoses, With or Without Stoma (M"
"GALLBLADDER, TUMOUR, RADICAL CHOLECYSTECTOMY WITH SEGMENT 4B AND 5 LIVER RESECTION AND RADICAL LYMPH"
"SKIN AND SUBCUTANEOUS TISSUE, SINUS, EXCISION WITH/WITHOUT BIOPSY"
"BLADDER, STANDARD URODYNAMICS STUDY, COMPLEX (WITH VIDEO) (SG730B)"
"BRAIN, VARIOUS LESIONS, PALLIDOTOMY/THALAMOTOMY/OTHER STEREOTACTIC PROCEDURE - UNILATERAL (SK817B)"
"HEART, LEFT ATRIAL APPENDAGE CLOSURE WITH / WITHOUT WATCHMAN DEVICE IMPLANTATION (SD740H)"
"ESOPHAGUS, TUMOR, TOTAL ESOPHAGECTOMY"
"COLON, ANTERIOR RESECTION (OPEN OR LAPAROSCOPIC)"
"CERVICAL SPINE, VARIOUS LESIONS, LAMINOPLASTY (WITHOUT INSTRUMENTATION) (SB805S)"
"THYROID, TUMOR, EXCISION"
